artist,time,title,day,month,station
Charlie Puth,3:52 PM,How Long,30,11,94.9
Shawn Mendes,3:49 PM,There's Nothing Holdin' Me Back,30,11,94.9
Post Malone,3:46 PM,rockstar [Feat. 21 Savage],30,11,94.9
Gwen Stefani,3:40 PM,Hollaback Girl,30,11,94.9
Justin Bieber,3:33 PM,Sorry,30,11,94.9
Portugal. The Man,3:31 PM,Feel It Still,30,11,94.9
Ariana Grande,3:27 PM,Side To Side,30,11,94.9
Niall Horan,3:23 PM,Too Much To Ask,30,11,94.9
Camila Cabello feat. Young Thug,3:20 PM,Havana,30,11,94.9
Jack Ü,3:17 PM,Where Are Ü Now (with Justin Bieber),30,11,94.9
Halsey,3:13 PM,Bad At Love,30,11,94.9
Liam Payne,3:09 PM,Strip That Down,30,11,94.9
Maroon 5,3:02 PM,What Lovers Do,30,11,94.9
The Weeknd,2:58 PM,Starboy,30,11,94.9
Ed Sheeran,2:54 PM,Perfect,30,11,94.9
The Weeknd,2:50 PM,I Feel It Coming,30,11,94.9
Imagine Dragons,2:47 PM,Thunder,30,11,94.9
B.o.B,2:42 PM,Airplanes (feat. Hayley Williams of Paramore),30,11,94.9
Dua Lipa,2:39 PM,New Rules,30,11,94.9
The Chainsmokers & Coldplay,2:35 PM,Something Just Like This,30,11,94.9
Post Malone,2:32 PM,rockstar [Feat. 21 Savage],30,11,94.9
Bruno Mars,2:29 PM,24K Magic,30,11,94.9
Ashanti,2:21 PM,Unfoolish,30,11,94.9
Portugal. The Man,2:19 PM,Feel It Still,30,11,94.9
Charlie Puth,2:15 PM,How Long,30,11,94.9
Major Lazer,2:12 PM,Cold Water,30,11,94.9
Lorde,2:08 PM,Homemade Dynamite,30,11,94.9
The Chainsmokers feat. Daya,2:05 PM,Don't Let Me Down,30,11,94.9
Camila Cabello feat. Young Thug,2:02 PM,Havana,30,11,94.9
Rihanna,1:57 PM,Umbrella,30,11,94.9
Halsey,1:54 PM,Bad At Love,30,11,94.9
Bruno Mars,1:51 PM,That's What I Like,30,11,94.9
Jain,1:48 PM,Makeba,30,11,94.9
Maroon 5,1:44 PM,What Lovers Do,30,11,94.9
Justin Bieber,1:40 PM,What Do You Mean?,30,11,94.9
Kygo & Selena Gomez,1:33 PM,It Ain't Me,30,11,94.9
Imagine Dragons,1:30 PM,Thunder,30,11,94.9
Hailee Steinfeld & Alesso,1:27 PM,Let Me Go,30,11,94.9
Enrique Iglesias,1:24 PM,Bailando,30,11,94.9
Post Malone,1:20 PM,rockstar [Feat. 21 Savage],30,11,94.9
Dua Lipa,1:17 PM,New Rules,30,11,94.9
Alessia Cara,1:12 PM,Here [2:00 AM Version],30,11,94.9
Demi Lovato,1:09 PM,Sorry Not Sorry,30,11,94.9
Portugal. The Man,1:03 PM,Feel It Still,30,11,94.9
The Weeknd,1:00 PM,Can't Feel My Face,30,11,94.9
Ed Sheeran,12:56 PM,Perfect,30,11,94.9
Camila Cabello feat. Young Thug,12:52 PM,Havana,30,11,94.9
Major Lazer featuring MØ and DJ Snake,12:49 PM,Lean On,30,11,94.9
Charlie Puth,12:39 PM,How Long,30,11,94.9
Maroon 5,12:36 PM,What Lovers Do,30,11,94.9
Drake,12:33 PM,One Dance,30,11,94.9
Charlie Puth,11:38 AM,Attention,30,11,94.9
Camila Cabello feat. Young Thug,11:34 AM,Havana,30,11,94.9
Niall Horan,11:31 AM,Too Much To Ask,30,11,94.9
Ciara feat. Petey Pablo,11:27 AM,Goodies,30,11,94.9
Maroon 5,11:24 AM,What Lovers Do,30,11,94.9
Dua Lipa,11:20 AM,New Rules,30,11,94.9
Selena Gomez,11:17 AM,Good For You,30,11,94.9
5 Seconds Of Summer,11:14 AM,She's Kinda Hot,30,11,94.9
Calvin Harris feat. Frank Ocean & Migos,11:02 AM,Slide,30,11,94.9
Imagine Dragons,11:00 AM,Thunder,30,11,94.9
Charlie Puth,10:56 AM,How Long,30,11,94.9
Tove Lo,10:52 AM,Talking Body,30,11,94.9
Post Malone,10:49 AM,rockstar [Feat. 21 Savage],30,11,94.9
Halsey,10:46 AM,Bad At Love,30,11,94.9
Kaya Stewart,10:43 AM,Let's Split,30,11,94.9
Portugal. The Man,10:37 AM,Feel It Still,30,11,94.9
Jay Sean,10:34 AM,Down,30,11,94.9
Camila Cabello feat. Young Thug,10:27 AM,Havana,30,11,94.9
Shawn Mendes,10:24 AM,There's Nothing Holdin' Me Back,30,11,94.9
Iggy Azalea,10:17 AM,Beg For It,30,11,94.9
Demi Lovato,10:09 AM,Sorry Not Sorry,30,11,94.9
Lorde,10:06 AM,Homemade Dynamite,30,11,94.9
Maroon 5,10:03 AM,What Lovers Do,30,11,94.9
Dua Lipa,9:59 AM,New Rules,30,11,94.9
50 Cent,9:56 AM,In Da Club,30,11,94.9
Imagine Dragons,9:53 AM,Thunder,30,11,94.9
Ed Sheeran,9:49 AM,Perfect,30,11,94.9
Post Malone,9:38 AM,rockstar [Feat. 21 Savage],30,11,94.9
Justin Bieber,9:35 AM,Sorry,30,11,94.9
Macklemore,9:31 AM,Good Old Days (feat. Kesha),30,11,94.9
Kanye West,9:27 AM,Stronger,30,11,94.9
Portugal. The Man,9:24 AM,Feel It Still,30,11,94.9
Charlie Puth,9:21 AM,How Long,30,11,94.9
Liam Payne,9:17 AM,Strip That Down,30,11,94.9
"Sofi Tukker feat. NERVO, The Knocks & Alisa Ueno",9:03 AM,Best Friend,30,11,94.9
Camila Cabello feat. Young Thug,9:00 AM,Havana,30,11,94.9
Nicki Minaj,8:51 AM,Super Bass,30,11,94.9
Maroon 5,8:48 AM,What Lovers Do,30,11,94.9
Charlie Puth,8:33 AM,Attention,30,11,94.9
Sean Paul,8:29 AM,Temperature,30,11,94.9
Imagine Dragons,8:21 AM,Thunder,30,11,94.9
Bruno Mars,8:17 AM,That's What I Like,30,11,94.9
Post Malone,8:01 AM,rockstar [Feat. 21 Savage],30,11,94.9
Rihanna,7:51 AM,We Found Love,30,11,94.9
Portugal. The Man,7:48 AM,Feel It Still,30,11,94.9
Zedd & Alessia Cara,7:17 AM,Stay,30,11,94.9
Maroon 5,7:01 AM,What Lovers Do,30,11,94.9
Imagine Dragons,6:51 AM,Thunder,30,11,94.9
Liam Payne,6:47 AM,Strip That Down,30,11,94.9
Ed Sheeran,6:42 AM,Thinking Out Loud,30,11,94.9
Enur,6:30 AM,Calabria 2007 (Radio Mix),30,11,94.9
Post Malone,6:20 AM,rockstar [Feat. 21 Savage],30,11,94.9
Sia feat. Sean Paul,6:17 AM,Cheap Thrills,30,11,94.9
Portugal. The Man,6:01 AM,Feel It Still,30,11,94.9
Macklemore,5:57 AM,Good Old Days (feat. Kesha),30,11,94.9
Camila Cabello feat. Young Thug,5:54 AM,Havana,30,11,94.9
Charlie Puth,5:50 AM,How Long,30,11,94.9
Kesha,5:39 AM,Praying,30,11,94.9
Maroon 5,5:36 AM,What Lovers Do,30,11,94.9
The Weeknd,5:32 AM,Starboy,30,11,94.9
Halsey,5:29 AM,Bad At Love,30,11,94.9
P!nk,5:26 AM,What About Us,30,11,94.9
Imagine Dragons,5:23 AM,Thunder,30,11,94.9
Charlie Puth,5:19 AM,Attention,30,11,94.9
Post Malone,5:05 AM,rockstar [Feat. 21 Savage],30,11,94.9
Niall Horan,5:02 AM,Slow Hands,30,11,94.9
Ty Dolla $ign,5:00 AM,Saved (feat. E-40),30,11,94.9
Kiiara,4:59 AM,Gold,30,11,94.9
Gucci Mane,4:56 AM,Both (feat. Drake),30,11,94.9
Migos,4:52 AM,T-Shirt,30,11,94.9
Childish Gambino,4:48 AM,Redbone,30,11,94.9
Missy Elliott,4:45 AM,Get Ur Freak On,30,11,94.9
Flo Rida,4:42 AM,My House,30,11,94.9
Kyle,4:38 AM,iSpy (feat. Lil Yachty),30,11,94.9
Fetty Wap,4:34 AM,My Way (feat. Monty),30,11,94.9
Mark Morrison,4:31 AM,Return Of The Mack,30,11,94.9
"Major Lazer featuring Travis Scott, Camila Cabello and Quavo",4:27 AM,Know No Better,30,11,94.9
"Major Lazer featuring Travis Scott, Camila Cabello and Quavo",4:27 AM,Know No Better,30,11,94.9
Chance the Rapper,4:23 AM,No Problem (feat. Lil Wayne & 2 Chainz),30,11,94.9
Wiz Khalifa,4:20 AM,Something New (feat. Ty Dolla $ign),30,11,94.9
Portugal. The Man,4:17 AM,Feel It Still,30,11,94.9
Macklemore & Ryan Lewis,4:11 AM,Same Love (feat. Mary Lambert),30,11,94.9
Meek Mill,4:08 AM,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),30,11,94.9
Migos,4:04 AM,Slippery (feat. Gucci Mane),30,11,94.9
Olivia Holt,4:01 AM,Generous,30,11,94.9
Trey Songz,3:57 AM,Bottoms Up (feat. Nicki Minaj),30,11,94.9
Macklemore,3:53 AM,Glorious (feat. Skylar Grey),30,11,94.9
Cheat Codes,3:49 AM,No Promises (feat. Demi Lovato) [Stripped Version],30,11,94.9
Fetty Wap,3:46 AM,Trap Queen (feat. Quavo & Gucci Mane),30,11,94.9
LIL UZI VERT,3:39 AM,XO TOUR Llif3,30,11,94.9
Ed Sheeran,3:35 AM,Shape of You,30,11,94.9
Ty Dolla $ign,3:32 AM,Love U Better (feat. Lil Wayne & The-Dream),30,11,94.9
Flo Rida,3:28 AM,Right Round (US Album Version),30,11,94.9
Taylor Swift,3:25 AM,Look What You Made Me Do,30,11,94.9
Charlie Puth,3:21 AM,Attention,30,11,94.9
Gucci Mane,3:18 AM,I Get The Bag (feat. Migos),30,11,94.9
Charlie Puth,3:14 AM,How Long,30,11,94.9
Charli XCX,3:12 AM,Boom Clap,30,11,94.9
Kevin Gates,3:08 AM,2 Phones,30,11,94.9
Cardi B,3:04 AM,Bodak Yellow,30,11,94.9
